,Fx,Fy,Fz,Tx,Ty,Tz,Failure_type
56,15.0,16.8,-87.6,-40.53333333333333,35.6,1.9333333333333333,fr_collision
57,47.6,31.066666666666666,-740.0,-59.0,98.13333333333334,4.733333333333333,obstruction
58,5.6,5.666666666666667,7.866666666666666,12.933333333333334,40.6,5.666666666666667,fr_collision
59,2.1333333333333333,35.733333333333334,-254.66666666666666,83.13333333333334,151.13333333333333,17.266666666666666,obstruction
60,-87.53333333333333,107.0,-802.3333333333334,224.33333333333334,132.73333333333332,-0.5333333333333333,obstruction
61,-248.0,193.2,-1275.5333333333333,292.1333333333333,-80.73333333333333,-64.4,obstruction
62,-3.4,-2.6,22.466666666666665,-21.533333333333335,-22.333333333333332,1.8,fr_collision
63,0.6,-20.0,-311.0,-185.46666666666667,-111.6,4.4,obstruction
64,19.666666666666668,-90.06666666666666,-673.4666666666667,-251.06666666666666,-196.4,17.933333333333334,obstruction
65,1.8,0.7333333333333333,-104.73333333333333,-36.4,-36.06666666666667,-2.0,obstruction
66,-2.0,0.5333333333333333,-370.53333333333336,-67.86666666666666,-33.53333333333333,-7.733333333333333,obstruction
67,-1.8666666666666667,1.4,54.6,-14.0,-7.4,-0.7333333333333333,normal
68,-8.333333333333334,11.266666666666667,28.733333333333334,-62.333333333333336,-31.866666666666667,0.8,fr_collision
69,-23.666666666666668,22.0,-38.4,-136.66666666666666,-90.93333333333334,6.866666666666666,fr_collision
70,-100.6,16.066666666666666,-667.2666666666667,-502.4,-442.4,66.8,obstruction
71,1.2666666666666666,2.933333333333333,31.266666666666666,-30.466666666666665,-12.133333333333333,0.06666666666666667,fr_collision
72,14.933333333333334,8.466666666666667,-78.93333333333334,-124.8,-26.8,-14.666666666666666,obstruction
73,52.86666666666667,35.8,-354.53333333333336,-412.53333333333336,-41.733333333333334,-60.46666666666667,obstruction
74,2.1333333333333333,-7.6,14.266666666666667,-15.933333333333334,-14.066666666666666,3.6,fr_collision
75,12.133333333333333,14.533333333333333,-94.13333333333334,-156.66666666666666,-42.46666666666667,-14.533333333333333,obstruction
76,-4.066666666666666,4.666666666666667,18.733333333333334,5.933333333333334,-0.4666666666666667,0.6,fr_collision
77,-6.666666666666667,57.6,-277.73333333333335,76.33333333333333,125.0,21.866666666666667,obstruction
78,-2.2,68.26666666666667,-442.3333333333333,171.2,207.66666666666666,30.666666666666668,obstruction
79,-4.333333333333333,2.3333333333333335,25.8,8.8,-5.8,-0.4,fr_collision
80,-2.2666666666666666,31.533333333333335,-157.86666666666667,79.86666666666666,49.666666666666664,7.0,obstruction
81,-3.2666666666666666,-5.333333333333333,32.93333333333333,27.266666666666666,-1.8,-2.0,fr_collision
82,-19.0,-10.733333333333333,-73.53333333333333,105.26666666666667,-14.4,-12.6,fr_collision
83,-71.53333333333333,41.333333333333336,-711.4,338.8666666666667,99.26666666666667,-15.466666666666667,obstruction
84,9.533333333333333,9.666666666666666,28.2,-34.06666666666667,4.333333333333333,-3.466666666666667,fr_collision
85,64.06666666666666,33.86666666666667,-147.73333333333332,-65.8,71.26666666666667,-5.4,obstruction
86,300.6,141.46666666666667,-942.4666666666667,-128.06666666666666,394.46666666666664,31.666666666666668,obstruction
87,-9.533333333333333,2.466666666666667,40.0,-20.266666666666666,-22.4,4.866666666666666,fr_collision
